NOM_COMM;XX;YY;horse
LIGNAC;512700;2164600;99
FAVEROLLES-SUR-CHER;512700;2257500;57
ALBAS;512700;1940600;14
BEAUREGARD-DE-TERRASSON;512800;2017800;8
CONDAT-SUR-VEZERE;512800;2012300;22
MONTRICHARD;512800;2262900;74
NOTRE-DAME-DU-PARC;512800;2528700;6
FLORIMONT-GAUMIER;512900;1968000;16
RENAY;512900;2316100;10
LHERM;512900;1952700;52
BELBEUF;512900;2488200;12
FRICHEMESNIL;512900;2514300;35
SAINT-DENIS-DES-PUITS;513000;2376300;6
LE LARDIN-SAINT-LAZARE;513100;2015700;19
PAYZAC;513100;2047400;124
AMFREVILLE-SUR-ITON;513100;2462700;33
PONT-DE-L_ARCHE;513100;2477600;30
PIBRAC;513100;1847800;152
VILLEBOUT;513100;2332600;9
BARRY-D_ISLEMADE;513100;1897400;10
MOTTEREAU;513200;2362000;21
VILLIERS;513200;2210000;13
GOUY;513200;2485100;21
SAINT-HILAIRE;513300;1824900;28
LES ARQUES;513300;1955900;17
MARTIN-EGLISE;513300;2546500;35
BALLEDENT;513300;2123700;6
COUZEIX;513300;2098700;319
GLANDON;513300;2053000;61
VILLEFAVARD;513300;2130500;7
INCARVILLE;513400;2473600;9
NOE;513400;1818100;41
LA SALVETAT-SAINT-GILLES;513400;1842000;54
TILLY;513400;2156700;18
LE MESNIL-ESNARD;513400;2491300;41
THOURON;513400;2111500;37
LA BASTIDE-DE-BESPLAS;513400;1796800;40
DOMME;513500;1978600;38
DAUX;513500;1854400;59
ROSNAY;513500;2190400;135
ISNEAUVILLE;513500;2501200;44
CAMARADE;513500;1785700;109
ANGERVILLE-LA-CAMPAGNE;513600;2444000;5
ARQUES-LA-BATAILLE;513600;2543500;74
PROISSANS;513700;1992900;32
SAINT-MARTIAL-DE-NABIRAT;513700;1972400;48
SAINT-MESMIN;513700;2039000;58
IGOVILLE;513700;2481100;52
LOUVIERS;513700;2469800;163
SAINT-HILAIRE-LA-GRAVELLE;513700;2326300;23
VILLEMARDY;513700;2303700;3
LES CENT-ACRES;513700;2531100;8
ETAIMPUIS;513700;2516500;47
SAINTE-FOY;513700;2534200;18
SAINT-MARTIN-LE-MAULT;513700;2151800;5
SAINT-GENIES;513800;1999900;62
EMALLEVILLE;513800;2456600;18
AUTHIEUX-RATIEVILLE;513800;2511800;20
MONTRESOR;513900;2239800;7
RIMONT;513900;1776600;217
MOISVILLE;514000;2428300;12
CHATILLON-EN-DUNOIS;514000;2347900;26
LOCHE-SUR-INDROIS;514000;2232100;88
FAYE;514000;2312200;1
BRACQUEMONT;514000;2549900;37
SAINT-AMAND-DE-COLY;514100;2006300;25
NORMANVILLE;514100;2453300;18
THOMER-LA-SOGNE;514100;2435000;4
LANGEY;514100;2339500;21
LATOUR;514100;1800500;18
BEAUMONT-VILLAGE;514100;2242800;11
SAUZET;514100;1935800;12
CROPUS;514100;2527300;11
MARTIGNY;514100;2541000;27
LOUBAUT;514100;1798900;19
GRAVIGNY;514200;2450700;48
LACAUGNE;514200;1809300;7
CHAUMONT-SUR-LOIRE;514200;2274600;37
SAINT-CYPRIEN;514200;1923100;52
BESSENS;514200;1876800;14
LA CHAPELLE-DU-BOURGAY;514300;2536800;8
DARNETAL;514300;2494700;83
SAINT-MARTIN-DU-VIVIER;514300;2497600;27
VILLAC;514400;2020900;10
ARDELLES;514400;2394800;15
LIGNIERES;514400;2318800;14
LE BOIS-ROBERT;514400;2538500;11
LACOURT-SAINT-PIERRE;514400;1888000;48
MONTBETON;514400;1890800;45
MONTFA;514400;1789200;44
MEREGLISE;514500;2366600;4
CHALAIS;514500;2172000;53
GREGES;514500;2548100;3
SAINT-AUBIN-CELLOVILLE;514500;2487100;161
CLERMONT;514500;1782100;12
BAX;514600;1803000;155
SAINT-JULIEN-DE-CHEDON;514600;2258300;22
FONTAINE-LE-BOURG;514600;2508800;86
JANAILHAC;514600;2073200;28
SAINT-MAURICE-LES-BROUSSES;514600;2078300;34
NONANCOURT;514700;2420500;83
MONDONVILLE;514700;1851800;32
LABASTIDE-DU-VERT;514700;1946500;68
PONTCIRQ;514700;1949900;32
MONTREUIL-EN-CAUX;514700;2521600;52
ALBEFEUILLE-LAGARDE;514700;1894600;30
CONDAT-SUR-VIENNE;514700;2087500;166
YEVRES;514800;2355200;92
GRENADE;514800;1863000;457
GINDOU;514800;1959000;16
LE CATELIER;514800;2529500;7
SAINT-LEGER-DU-BOURG-DENIS;514800;2493100;40
LA CHAPELLE-DU-BOIS-DES-FAULX;514900;2457300;18
LATRAPE;514900;1805700;42
PLAISANCE-DU-TOUCH;514900;1840000;229
VILLEFRANCOEUR;514900;2300200;3
SALVIAC;514900;1965500;45
SAINT-HONORE;514900;2532500;13
YMARE;514900;2483900;9
DIEUPENTALE;514900;1874700;12
SAUVETERRE;514900;1919000;26
COUBJOURS;515000;2027400;9
CHUISNES;515000;2382600;66
SEYSSES;515000;1833500;133
COULANGES;515000;2282700;7
SAINT-SYMPHORIEN-SUR-COUZE;515000;2117200;81
CLION;515100;2215900;47
CRESSY;515100;2525900;30
LES DAMPS;515200;2478000;18
GUICHAINVILLE;515200;2443000;60
LANDELLES;515200;2385400;43
LAONS;515200;2411600;30
VAZERAC;515200;1911000;18
ACQUIGNY;515300;2463600;10
FONTAINE-SOUS-PREAUX;515300;2499300;7
SAINT-LEGER-MAGNAZEIX;515300;2143600;35
ERCE;515300;1759500;471
SAINT-LUBIN-DES-JONCHERETS;515400;2417500;26
SAINT-MAIXME-HAUTERIVE;515400;2399900;104
LE FAUGA;515400;1822400;14
FRETEVAL;515400;2321700;53
SAINT-LUBIN-EN-VERGONNOIS;515400;2291400;5
GRISOLLES;515400;1869500;40
CHAPTELAT;515400;2102500;69
LUZECH;515500;1943300;21
MONTBARTIER;515500;1879800;81
LIMOGES;515500;2095400;786
COLY;515600;2010100;2
MARCILLY-LA-CAMPAGNE;515600;2426000;43
SAINT-EMAN;515600;2370000;14
VILLEBON;515600;2377300;2
SELOMMES;515600;2307900;9
BRACQUETUIT;515600;2519100;72
SEGONZAC;515700;2031200;32
ALIZAY;515700;2481000;19
GROSSOEUVRE;515700;2438600;10
FRUNCE;515700;2379100;19
BONNEUIL;515700;2154200;33
LA CHAPELLE-ENCHERIE;515700;2314600;2
SAINT-GEORGES-SUR-FONTAINE;515800;2506100;175
LA ROCHE-L_ABEILLE;515800;2066400;91
BIERT;515800;1767300;274
DAUMAZAN-SUR-ARIZE;515800;1794100;57
CARSAC-AILLAC;515900;1983800;27
LE BOULAY-MORIN;515900;2453700;12
MONTGAZIN;515900;1811900;37
CHAMBON-SUR-CISSE;515900;2284700;10
SAINT-JEAN-FROIDMENTEL;515900;2329700;119
BELLEVILLE-SUR-MER;515900;2550700;5
QUINCAMPOIX;515900;2503200;255
MAUZAC;516000;1819800;22
MERVILLE;516000;1858300;114
BOURRE;516000;2261800;7
SAINT-PANTALEON;516000;1930200;54
VILLEMADE;516000;1898100;61
SOLIGNAC;516000;2084400;131
SAINT-VINCENT-LE-PALUEL;516100;1987500;7
HEUDREVILLE-SUR-EURE;516100;2459900;39
VIEUVICQ;516100;2363100;4
DOMPIERRE-LES-EGLISES;516100;2135500;108
MERAS;516100;1798300;16
LOUIGNAC;516200;2024600;18
SAINT-CREPIN-ET-CARLUCET;516200;1995600;8
FRANQUEVILLE-SAINT-PIERRE;516200;2490200;78
RONCHEROLLES-SUR-LE-VIVIER;516200;2496900;34
CHAVIGNY-BAILLEUL;516300;2431900;16
PINTERVILLE;516400;2466600;41
LES CHATELLIERS-NOTRE-DAME;516400;2372500;4
MOLINEUF;516400;2287300;66
PONTLEVOY;516400;2266900;55
CAMBAYRAC;516400;1937000;27
SAINT-AUBIN-LE-CAUF;516400;2541800;17
SEVIS;516400;2524400;29
TORCY-LE-GRAND;516400;2533700;61
MONTASTRUC;516400;1900700;7
SAINT-AUBIN-DE-NABIRAT;516500;1970600;27
LAPEYRERE;516500;1800800;22
VILLELOIN-COULANGE;516500;2237800;43
CANALS;516500;1873700;16
SAINTE-NATHALENE;516600;1990800;15
SAINT-HILAIRE-SUR-YERRE;516600;2337400;5
MONTAUT;516600;1816400;35
MURET;516600;1827900;226
QUEVREVILLE-LA-POTERIE;516600;2484700;41
TORCY-LE-PETIT;516600;2535900;11
FAUVILLE;516700;2447800;4
CLOYES-SUR-LE-LOIR;516700;2333200;65
LASCABANES;516700;1926700;18
ANCOURT;516700;2546400;64
BOSC-LE-HARD;516700;2514400;24
CLAVILLE-MOTTEVILLE;516700;2510800;10
SAINT-GERMAIN-D_ETABLES;516700;2538400;10
MONTSERON;516700;1780200;10
ONDES;516800;1865400;18
IRREVILLE;516900;2456100;12
LERY;516900;2477200;46
BILLANCELLES;516900;2388900;8
LE TRANGER;517000;2219800;6
ANGE;517000;2257900;82
MONTGESTY;517000;1953200;9
JOUAC;517000;2150400;17
SAINT-ELOY-LES-TUILERIES;517100;2051000;21
MONTIGNY-LE-GANNELON;517100;2335800;6
FROUZINS;517100;1836000;48
SAINT-MEDARD;517100;1949200;16
MUCHEDENT;517100;2530500;33
CASTEX;517100;1796400;12
NABIRAT;517200;1974300;9
LE MANOIR;517200;2480600;5
GOHORY;517200;2352300;6
CAMPAGNE-SUR-ARIZE;517200;1791300;24
RAMPOUX;517200;1960400;0
GROLEJAC;517300;1979300;26
SAINT-ANGE-ET-TORCAY;517300;2406200;7
CHOUZY-SUR-CISSE;517300;2281000;100
GRIGNEUSEVILLE;517300;2518100;20
DARDEZ;517400;2454500;3
HUEST;517400;2449200;65
ESCORPAIN;517400;2414000;8
JUMELLES;517500;2435900;5
LANNERAY;517500;2343600;7
LA CHAPELLE-VENDOMOISE;517500;2297900;11
SAINT-BOHAIRE;517500;2294400;7
BERNEVAL-LE-GRAND;517500;2551500;13
ARCHIGNAC;517600;2002200;348
ILLIERS-COMBRAY;517600;2367700;50
CIRON;517600;2181900;23
MEZIERES-EN-BRENNE;517600;2201900;128
SAULNAY;517600;2208100;35
BOOS;517600;2487600;43
LA MADELEINE-DE-NONANCOURT;517700;2421800;30
LE VIEIL-EVREUX;517700;2445600;19
VILLEDOMAIN;517700;2227600;1
SAINT-AUBIN-EPINAY;517700;2491800;16
SAINT-HELLIER;517700;2527500;42
LE VIGEN;517800;2082300;136
SAINT-CYR-LES-CHAMPAGNES;518000;2041800;29
CERNAY;518000;2376800;5
CORNEBARRIEU;518000;1850100;81
BRESSOLS;518000;1884100;70
JUILLAC;518100;2036300;76
PREY;518100;2440500;12
FAVIERES;518100;2393200;8
LA CRIQUE;518100;2522300;25
DERCHIGNY;518100;2549500;36
SAINT-JACQUES-SUR-DARNETAL;518100;2494800;79
SAINT-ROBERT;518200;2028600;42
CAILLY-SUR-EURE;518200;2458400;15
LE VAUDREUIL;518200;2473800;27
CANENS;518200;1802000;9
ORBIGNY;518200;2246700;102
PIQUECOS;518200;1900800;16
COMPREIGNAC;518200;2111300;105
TERRASSON-LAVILLEDIEU;518300;2013500;104
SAINT-ETIENNE-DU-VAUVRAY;518300;2472200;29
COLOMIERS;518300;1845900;227
CHATEAUPONSAC;518300;2126200;89
SAINT-PIERRE-DU-VAUVRAY;518400;2470000;3
VALAIRE;518400;2275500;5
LEOBARD;518400;1969100;4
DAMPIERRE-SAINT-NICOLAS;518400;2540600;5
SAINT-GERMAIN-SOUS-CAILLY;518400;2509600;13
LABARTHE;518400;1912500;51
CASTELNAU-DURBAN;518400;1777100;96
VIRONVAY;518500;2468100;26
SAINT-MEDARD;518500;2223300;48
SAINTE-GEMMES;518500;2311200;2
SAINT-VINCENT-RIVE-D_OLT;518500;1939100;15
VILLESEQUE;518500;1933500;21
SASSEY;518500;2450800;0
FONTAINE-HEUDEBOURG;518600;2460100;15
PITRES;518600;2482100;31
AUSSONNE;518600;1854000;106
SAINT-RUSTICE;518600;1867300;20
EPIAIS;518600;2313100;1
SAUCHAY;518600;2547600;14
PRATS-DE-CARLUX;518700;1988400;10
MOREE;518700;2324600;27
PREAUX;518700;2499400;36
PUYCORNET;518700;1906400;34
LA CASSAGNE;518800;2006700;18
REUILLY;518800;2453300;8
CHATAINCOURT;518800;2411000;62
BEAUVILLIERS;518800;2316100;27
SAINTE-ALAUZIE;518800;1923900;8
CUBLAC;518900;2017800;83
BULLOU;518900;2360100;7
CHATEAUNEUF-EN-THYMERAIS;518900;2399500;31
MARCHEVILLE;518900;2374400;15
ARPHEUILLES;518900;2211600;43
PARNAC;518900;1942700;18
ESTEVILLE;518900;2513000;33
CAMPSAS;518900;1876700;46
POMPIGNAN;518900;1869100;38
SAINT-SULPICE-SUR-LEZE;519000;1814000;29
TOURNEFEUILLE;519000;1842300;170
CHAMPIGNY-EN-BEAUCE;519000;2302500;13
BONNAC-LA-COTE;519000;2105700;154
BEYSSENAC;519100;2045100;130
SEGUR-LE-CHATEAU;519100;2048000;49
LES AUTHIEUX;519100;2433800;5
COUDRES;519100;2430000;38
SAINT-LUC;519100;2442200;26
SAINT-REMY-SUR-AVRE;519100;2417300;21
CASTAGNAC;519100;1804100;14
SAINT-PARDOUX;519100;2118700;78
SAINT-PRIEST-LIGOURE;519100;2070000;115
DURBAN-SUR-ARIZE;519100;1780200;34
SIEURAS;519100;1799300;7
SAINT-CIRQ-MADELON;519200;1977000;7
THEDIRAC;519200;1955900;46
SAINT-ANDRE-SUR-CAILLY;519200;2506300;44
BAIGNEAUX;519200;2308800;0
SAINT-SULPICE;519200;2289800;0
ROSIERS-DE-JUILLAC;519300;2032300;40
LOGRON;519300;2349600;30
DUNET;519300;2163800;6
CANDE-SUR-BEUVRON;519300;2279100;26
BEAUMONT-LE-HARENG;519300;2519000;14
FREULLEVILLE;519300;2536300;70
LEZAT-SUR-LEZE;519300;1809100;98
LA TRINITE;519400;2443700;3
LE MAS-D_AZIL;519400;1785600;123
COURVILLE-SUR-EURE;519500;2384200;62
CUGNAUX;519500;1838600;63
LAVERCANTIERE;519500;1958900;21
COTTEVRARD;519500;2516400;7
LA FORET-DU-PARC;519600;2437100;3
CHAILLAC;519600;2158900;181
MONTHOU-SUR-BIEVRE;519600;2274100;16
MEULERS;519600;2538800;42
SAINT-MARTIN-EN-CAMPAGNE;519600;2552200;27
AULUS-LES-BAINS;519600;1752000;91
ESPLAS-DE-SEROU;519600;1773400;39
CALVIAC-EN-PERIGORD;519700;1985000;5
HEUDEBOUVILLE;519700;2466600;13
FONTAINE-LES-RIBOUTS;519700;2406800;1
FABAS;519700;1873800;14
SAINT-SORNIN-LEULAC;519700;2133400;63
VILLENEUVE-TOLOSANE;519800;1836500;41
RHODON;519800;2306600;2
SAINT-JEAN-LIGOURE;519800;2077200;114
VEYRIGNAC;519900;1980700;8
SAINT-GERMAIN-LE-GAILLARD;519900;2381100;52
POUILLE;519900;2256900;8
CRAYSSAC;519900;1946700;8
DEGAGNAC;519900;1963600;69
CAILLY;519900;2510400;7
VAL-DE-REUIL;520000;2474400;81
SAINT-ARNOULT-DES-BOIS;520000;2388800;32
BEAULIEU;520000;2154400;242
BOISSY-EN-DROUAIS;520100;2415000;3
SAMBIN;520100;2270800;16
POSES;520200;2478500;14
SAINT-AVIT-LES-GUESPIERES;520200;2363800;3
BREVAINVILLE;520200;2328200;2
BELLENGREVILLE;520200;2546500;48
AILLY;520300;2462700;38
GAUCIEL;520300;2449100;9
PRISSAC;520300;2169900;84
FOSSE;520300;2292800;3
LABASTIDE-SAINT-PIERRE;520300;1880200;92
ANDE;520400;2470500;10
SAINT-JEAN-DE-REBERVILLIERS;520400;2403200;2
BEAUMONT-SUR-LEZE;520400;1820200;68
ROQUES;520400;1834400;51
AYEN;520500;2028700;20
SAINT-JULIEN-LE-VENDOMOIS;520500;2051300;28
LA CROIX-SAINT-LEUFROY;520500;2458300;94
CEZAC;520500;1927900;11
BELLENCOMBRE;520500;2525100;58
LES GRANDES-VENTES;520500;2531000;212
ALLIERES;520500;1782200;61
SAINT-DENIS-LES-PONTS;520600;2340700;16
THIMERT-GATELLES;520600;2395600;52
PENLY;520600;2553800;6
PERPEZAC-LE-BLANC;520700;2024100;35
EAUNES;520700;1825500;104
GLICOURT;520700;2549500;3
MONTMAIN;520700;2490700;27
MASSAT;520700;1765600;221
GARENCIERES;520800;2439600;13
MEZIERES-AU-PERCHE;520800;2361800;1
SAUBENS;520800;1831300;7
SEILH;520800;1854700;21
MIGNE;520800;2190700;108
CATUS;520800;1951300;47
COUSSAC-BONNEVAL;520800;2057800;179
SAINT-HILAIRE-LA-TREILLE;520800;2139200;14
PAULIN;520900;1999800;10
FONTAINE-BELLENGER;520900;2465200;23
ILLIERS-L_EVEQUE;520900;2425700;22
PORTE-JOIE;520900;2473200;1
MAGNY;520900;2372200;7
SAINT-JORY;520900;1860200;109
CASTELNAU-MONTRATIER;520900;1918300;74
CRITOT;520900;2513600;16
LA NEUVILLE-CHANT-D_OISEL;520900;2486200;35
SAINT-NICOLAS-D_ALIERMONT;520900;2542400;73
LA VIEUX-RUE;520900;2500400;26
LES BORDES-SUR-ARIZE;520900;1790500;25
BRIGNAC-LA-PLAINE;521000;2020100;36
SAINT-GERMAIN-SUR-AVRE;521000;2419900;45
MONTHOU-SUR-CHER;521000;2261800;54
CROMAC;521000;2151600;35
SIMEYROLS;521100;1990900;13
DANGEAU;521100;2355800;23
SAULNIERES;521100;2407800;13
MASSABRAC;521100;1802600;3
ROMILLY-SUR-ANDELLE;521200;2482400;43
DOUY;521200;2338000;8
CAILLAC;521200;1943900;26
PAYRIGNAC;521200;1974000;45
MISEREY;521300;2447300;2
SAINT-VIGOR;521300;2453500;15
LE VAL-DAVID;521300;2442800;4
ROMILLY-SUR-AIGRE;521300;2331700;21
OULCHES;521300;2178500;34
MORGNY-LA-POMMERAYE;521300;2503000;6
MAILHAC-SUR-BENAIZE;521300;2146100;25
PANAZOL;521300;2093800;142
CASTELNAU-D_ESTRETEFONDS;521400;1866300;247
LE PALAIS-SUR-VIENNE;521400;2097400;37
CARLA-BAYLE;521400;1795400;85
TOURNEDOS-SUR-SEINE;521500;2475700;3
GAGNAC-SUR-GARONNE;521500;1856600;88
BOIS-L_EVEQUE;521500;2495500;10
PIERREVAL;521500;2505300;10
L_HONOR-DE-COS;521500;1902200;122
BOISSEUIL;521500;2085100;45
CIERREY;521600;2445300;13
ORROUER;521600;2379000;3
PALLUAU-SUR-INDRE;521600;2217200;65
PREAUX;521600;2226100;74
BOSC-BERENGER;521600;2515800;18
LA RUE-SAINT-PIERRE;521600;2508300;32
FEYTIAT;521600;2089900;133
CONCEZE;521700;2040500;40
LA DORNAC;521700;2008600;13
SAINTE-MONDANE;521700;1982100;7
MILHAC;521700;1977800;3
BOIS-D_ENNEBOURG;521700;2492700;6
LIGNEROLLES;521800;2427900;11
MAREUIL-SUR-CHER;521800;2253300;36
DOUELLE;521800;1941500;6
ECARDENVILLE-SUR-EURE;521900;2457000;12
AURIBAIL;521900;1816400;2
THENAY;521900;2266500;18
ROSAY;521900;2522700;19
SAINT-JACQUES-D_ALIERMONT;521900;2539500;9
MONTAUBAN;521900;1891600;1333
CHABRIGNAC;522000;2035300;105
ROQUETTES;522000;1832900;13
TRESPOUX-RASSIELS;522000;1936100;12
YQUEBEUF;522000;2511200;18
SAINTE-SUZANNE;522000;1800800;42
AMFREVILLE-SOUS-LES-MONTS;522100;2478800;21
COURDEMANCHE;522100;2423100;23
CONAN;522100;2305100;1
RILHAC-RANCON;522100;2101300;63
LE PORT;522100;1759600;87
QUESSIGNY;522200;2437500;3
BEAUZELLE;522200;1852100;24
NOUANS-LES-FONTAINES;522200;2237500;147
AVERDON;522200;2298900;6
LES MONTILS;522200;2278700;27
BIVILLE-SUR-MER;522200;2554900;13
AUTHEUIL;522200;2334700;0
JAYAC;522300;2003700;11
SAINT-ANDRE-DE-L_EURE;522300;2434300;29
CRECY-COUVE;522300;2409500;32
GARANCIERES-EN-DROUAIS;522300;2412000;9
OUCQUES;522300;2313700;8
VIEVY-LE-RAYE;522300;2319600;33
HERQUEVILLE;522400;2472200;4
LOUVILLIERS-EN-DROUAIS;522400;2415600;2
SAINT-SAUVEUR-MARVILLE;522400;2401100;7
SAINT-VAAST-D_EQUIQUEVILLE;522400;2535900;15
BLANDAINVILLE;522500;2369000;2
BLAGNAC;522500;1849300;106
BLOIS;522500;2287400;123
TOURVILLE-LA-CHAPELLE;522500;2550400;94
VILLATE;522600;1829900;30
SERVAVILLE-SALMONVILLE;522600;2498300;50
BOUSSENAC;522600;1767600;94
CONNELLES;522700;2474100;5
ENVERMEU;522700;2545200;56
BOISSEAU;522700;2308700;0
CARLUX;522800;1987800;42
SALIGNAC-EYVIGUES;522800;1994200;22
FONTAINE-SOUS-JOUY;522800;2452300;25
MAROLLES;522800;2295200;3
OLLE;522900;2376900;9
FRONTON;522900;1872700;207
MESNIL-RAOUL;522900;2489300;50
RAZES;522900;2115700;97
SENTENAC-DE-SEROU;522900;1771800;16
SAINT-CYPRIEN;523000;2028300;14
MESNIL-SUR-L_ESTREE;523000;2420200;44
LESPINASSE;523000;1857500;9
BIERVILLE;523000;2504800;19
BRUNVILLE;523000;2552700;4
RICARVILLE-DU-VAL;523000;2534000;8
SAINT-GERMAIN-DE-FRESNEY;523100;2440500;10
FONTAINE-LA-GUYON;523100;2386800;17
CHAILLES;523100;2282600;35
ESPERE;523100;1946400;11
GREZES;523200;2012400;13
VIEUX-VILLEZ;523200;2463900;5
ARDOUVAL;523200;2527600;41
CORBARIEU;523200;1882600;30
SAINT-BONNET-LA-RIVIERE;523300;2033000;24
FLIPOU;523300;2479900;10
SAINT-JULIEN-DE-LA-LIEGUE;523300;2460700;84
VATTEVILLE;523300;2476300;10
MARBOUE;523300;2347100;29
VERT-EN-DROUAIS;523300;2417400;22
PINS-JUSTARET;523300;1831600;29
OUCHAMPS;523300;2275500;24
ALLAINVILLE;523300;2414100;0
MUIDS;523400;2470300;15
LAGARDELLE-SUR-LEZE;523400;1823900;30
SAINTE-GEMME;523400;2207100;30
NUZEJOULS;523400;1948800;12
SAINT-SAENS;523400;2520200;173
JOUY-SUR-EURE;523500;2450600;68
SAINT-LUPERCE;523500;2382500;27
VILLEBAROU;523500;2292300;6
INTRAVILLE;523500;2548700;22
CHATEAU-CHERVIX;523500;2066000;115
LARBONT;523500;1777100;9
SABARAT;523500;1788700;43
ARNAC-POMPADOUR;523600;2046000;504
FENOUILLET;523600;1854100;144
PINSAGUEL;523600;1833900;13
VILLENEUVE-FROUVILLE;523600;2310000;5
SAINT-YBARS;523600;1804900;167
PONT-SAINT-PIERRE;523700;2483300;9
CHAVAGNAC;523800;2010000;21
LE CORMIER;523800;2443400;20
AUNAY-SOUS-CRECY;523800;2407000;8
CHARONVILLE;523800;2365300;5
TOCQUEVILLE-SUR-EU;523800;2556400;0
AUTHEUIL-AUTHOUILLET;523900;2456300;199
CHAMPIGNY-LA-FUTELAYE;523900;2430600;33
ESPERCE;523900;1811200;128
MOISY;523900;2324800;2
THESEE;523900;2258700;32
GOURDON;523900;1970900;322
PIERRE-BUFFIERE;523900;2077200;39
SAINT-GEORGES-LES-LANDES;523900;2151700;27
CASTERAS;523900;1792100;0
BONCOURT;524000;2447400;1
LA CHAPELLE-DU-NOYER;524000;2338500;3
SAINT-AIGNAN;524000;2250500;32
VENABLES;524100;2467500;30
LABARTHE-SUR-LEZE;524100;1828900;74
SAINT-SAUVEUR;524100;1861500;30
LONGUERUE;524100;2506000;37
LAMOTHE-CAPDEVILLE;524100;1899500;50
VARS-SUR-ROSEIX;524200;2029400;37
PAZAYAC;524200;2014200;15
BLAINVILLE-CREVON;524200;2501200;63
LASCAUX;524300;2038200;9
SAINT-SORNIN-LAVOLPS;524300;2041900;213
MITTAINVILLIERS;524300;2389400;29
LAGRACE-DIEU;524300;1815400;11
PORTET-SUR-GARONNE;524300;1836800;43
UZECH;524300;1955100;23
ORGUEIL;524300;1877900;145
SAINTE-BARBE-SUR-GAILLON;524400;2463100;3
SAUMERAY;524400;2361800;24
LABASTIDE-MARNHAC;524400;1932100;66
MASCLAT;524400;1981800;18
MARTAINVILLE-EPREVILLE;524400;2495500;10
SAINT-AMAND-MAGNAZEIX;524400;2132000;102
MONTAGAGNE;524400;1773900;16
ORLIAGUET;524500;1990400;12
SAINT-JULIEN-DE-LAMPON;524500;1985000;6
FRESNEY;524500;2439200;4
FAJOLES;524500;1978900;6
MERCUES;524500;1944500;69
PRADINES;524500;1940800;75
SAINT-DENIS-CATUS;524500;1952400;14
FRESNE-LE-PLAN;524500;2491200;38
VIEUX-MANOIR;524500;2508000;38
MOLIERES;524500;1910600;104
BESSINES-SUR-GARTEMPE;524500;2123600;271
SAINT-HILAIRE-BONNEVAL;524500;2080600;139
ASSIGNY;524600;2554500;18
CHATEAUDUN;524700;2342300;85
SEUR;524700;2279600;5
SAINT-SYLVESTRE;524700;2110900;35
MONTHARVILLE;524800;2353500;1
SAINT-GENOU;524800;2212800;23
GRAINVILLE-SUR-RY;524800;2498000;9
ROCQUEMONT;524800;2512800;37
MANSAC;524900;2018100;42
BOURG-BEAUDOUIN;524900;2487800;22
BAILLEAU-LE-PIN;524900;2373800;7
FOUGERES-SUR-BIEVRE;524900;2272700;25
CONCORES;524900;1963300;7
LA BASTIDE-DE-SEROU;524900;1779400;174
LE FOSSAT;524900;1797900;71
SAINT-MARTIN-OSMONVILLE;525000;2516600;79
YSSANDON;525100;2023100;21
DOUVILLE-SUR-ANDELLE;525100;2482100;5
PEYRILLES;525100;1958200;15
GOUCHAUPRE;525100;2547800;15
VENTES-SAINT-REMY;525100;2524300;16
SAINT-CYR-LA-ROCHE;525200;2031300;18
CAILLOUET-ORGEVILLE;525200;2445500;8
DAUBEUF-PRES-VATTEVILLE;525200;2474100;22
LOUYE;525200;2422500;9
SAINT-LAURENT-DES-BOIS;525200;2428000;1
BRUGUIERES;525200;1858700;35
CHITRAY;525200;2184800;22
NOTRE-DAME-D_ALIERMONT;525200;2539200;26
GABRE;525200;1785200;8
BORREZE;525300;1997500;18
HARDENCOURT-COCHEREL;525300;2449800;18
FLACEY;525300;2350700;17
TRIZAY-LES-BONNEVAL;525300;2356100;69
SACIERGES-SAINT-MARTIN;525300;2167300;47
CHOUSSY;525300;2263300;16
MESNIL-FOLLEMPRISE;525300;2530000;3
EYJEAUX;525300;2086500;43
SAINT-AULAIRE;525400;2026600;28
FOUCRAINVILLE;525400;2437000;7
TREON;525400;2409000;77
MIREMONT;525400;1819800;583
SAINT-ALBAN;525400;1854900;31
ECUEILLE;525400;2231200;40
VENDOEUVRES;525400;2199100;154
VILLEGOUIN;525400;2219700;10
AUZOUVILLE-SUR-RY;525400;2493800;21
LE BOULLAY-LES-DEUX-EGLISES;525500;2404200;8
EPEAUTROLLES;525500;2368700;11
OSMOY-SAINT-VALERY;525500;2533900;10
POMMEREVAL;525500;2526900;128
SAINT-OUEN-SOUS-BAILLY;525500;2545600;5
LANOUX;525500;1791200;14
CHAMBRAY;525600;2454000;13
MUZY;525600;2420400;36
OUZOUER-LE-DOYEN;525600;2327500;19
SAINT-CLAIR;525600;1966300;41
ESTOUTEVILLE-ECALLES;525600;2510400;14
GRENY;525600;2550300;6
CHARRAY;525600;2330200;0
VILLERS-SUR-LE-ROULE;525700;2466300;25
PUYDANIEL;525700;1814800;17
VERNET;525700;1825500;74
GUILMECOURT;525700;2552300;23
ARNAC-LA-POSTE;525700;2140800;107
LA FERTE-VILLENEUIL;525800;2332000;1
FLAUGNAC;525800;1921500;26
PERN;525800;1926300;62
REYNIES;525800;1880900;49
CHAUFFOURS;525900;2377800;4
MIRABEL;525900;1905000;46
LA FEUILLADE;526000;2013200;13
HEUQUEVILLE;526000;2477000;9
BOULOC;526000;1866400;148
LACROIX-FALGARDE;526000;1833600;22
