NOM_COMM;XX;YY;horse
SIRAN;582900;1994400;64
BRINAY;582900;2240500;27
SAINT-SETIERS;582900;2077300;90
RIMONDEIX;582900;2136800;109
LAVACQUERIE;582900;2520300;25
LE PECQ;582900;2432800;93
VAUGRIGNEUSE;582900;2400300;65
CAMBIEURE;582900;1791500;0
BERNATRE;582900;2577600;0
LORMAISON;583000;2473000;12
ROCQUENCOURT;583000;2426100;29
VALLANGOUJARD;583000;2459500;104
SAUGY;583000;2218600;0
CAILHAU;583100;1793600;10
SAINT-CHRISTOPHE-EN-BOUCHERIE;583100;2186600;73
CENNE-MONESTIES;583200;1813500;21
ESCOULOUBRE;583200;1747600;14
SAINT-SAURY;583200;1986400;126
CLUGNAT;583200;2144300;92
GRENEVILLE-EN-BEAUCE;583200;2354400;7
CATHEUX;583200;2516900;7
FAUQUEMBERGUES;583200;2622100;19
LE PORT-MARLY;583200;2431300;17
LAUTREC;583200;1855900;145
SOUAL;583200;1838700;96
GOMETZ-LA-VILLE;583200;2408200;16
MENOUVILLE;583200;2461700;2
AVONDANCE;583200;2609300;0
ROUTIER;583300;1789200;15
MONTIGNY;583300;2345400;7
GRAND-FORT-PHILIPPE;583300;2667300;6
FOURDRINOY;583300;2547500;13
SEUX;583300;2542300;10
ENNERY;583300;2453300;52
QUOEUX-HAUT-MAINIL;583400;2589500;22
SAINT-OMER-CAPELLE;583400;2661300;26
VAULX;583400;2586100;43
SAINT-BENOIT-DE-CARMAUX;583400;1894800;22
SACLAS;583400;2373200;23
MAUSSAC;583500;2052200;14
SAINT-PARDOUX-LES-CARDS;583500;2121300;116
VIJON;583500;2159600;33
CHARMONT-EN-BEAUCE;583500;2359800;5
FEROLLES;583500;2313900;27
CORBEIL-CERF;583500;2475500;7
LE DELUGE;583500;2477400;6
SAINT-MARTIN-D_HARDINGHEM;583500;2624100;10
FENIERS;583600;2082600;22
LOUVECIENNES;583600;2429000;49
AGENVILLE;583600;2575100;30
SALIES;583600;1876000;12
AJAC;583600;1782400;0
BESSEDE-DE-SAULT;583700;1753500;1
SAINT-AMBROIX;583700;2215100;14
ORCAY;583700;2256100;14
JARGEAU;583700;2317100;29
COUPELLE-NEUVE;583700;2611500;22
MERCK-SAINT-LIEVIN;583700;2626900;27
BEAUMETZ;583700;2571000;15
YZEUX;583700;2553700;17
JOUQUEVIEL;583700;1908900;3
ARRONVILLE;583700;2464000;19
MARSA;583800;1757400;58
LE GALLET;583800;2514200;17
DRULHE;583900;1939400;64
PEYRUSSE-LE-ROC;583900;1944600;45
VABRE-TIZAC;583900;1918600;79
LIMEUX;583900;2230700;4
LUCHY;583900;2506000;17
POLINCOVE;583900;2652000;24
TOUSSUS-LE-NOBLE;583900;2416400;10
VERSAILLES;583900;2422600;628
BELLEUSE;583900;2522900;10
FLEURY;583900;2526500;14
REVELLES;583900;2538100;37
VIENNE-EN-VAL;584000;2309200;90
VIEIL-HESDIN;584000;2596400;156
CAUDIES-DE-CONFLENT;584000;1728800;1
SAINT-MAURICE-MONTCOURONNE;584000;2397800;67
BRANDONNET;584100;1931200;16
CHAROST;584100;2221300;44
TILLE;584100;2496300;13
ASPRIERES;584200;1950400;170
SAINT-HILAIRE-EN-LIGNIERES;584200;2193100;147
PIERREFITTE-SUR-SAULDRE;584200;2280800;47
ALLONNE;584200;2488800;24
AMBLAINVILLE;584200;2467700;20
PLANES;584200;1718700;28
LE MESNIL-LE-ROI;584200;2436400;248
DOURGNE;584200;1830300;105
VILLIERS-LE-BACLE;584200;2414500;38
BRENAC;584300;1766100;55
AUCHY-LA-MONTAGNE;584300;2508500;48
MAISONCELLE-SAINT-PIERRE;584300;2502000;8
AUXI-LE-CHATEAU;584300;2581700;103
ELNES;584300;2632400;11
RUISSEAUVILLE;584300;2609800;2
REAL;584300;1737400;3
SAISSEVAL;584300;2544900;9
ROUVENAC;584400;1770100;44
SAINT-SULPICE;584400;2483500;72
AZINCOURT;584400;2607100;3
BAYENGHEM-LES-EPERLECQUES;584400;2645700;45
LUMBRES;584400;2634500;100
RADINGHEM;584400;2616900;6
BUC;584400;2419200;96
RIBEAUCOURT;584400;2569200;8
BLAYE-LES-MINES;584400;1892300;28
JONQUIERES;584400;1850700;34
SAINT-CHERON;584400;2394400;74
PAULIGNE;584500;1785700;2
LA BASTIDE-L_EVEQUE;584500;1926300;78
AURIAC;584500;2022100;14
LE COUDRAY-SUR-THELLE;584500;2479000;29
MUNCQ-NIEURLET;584500;2649400;37
WAIL;584500;2593600;34
SAUTO;584500;1723500;1
BETTENCOURT-SAINT-OUEN;584500;2558000;5
LOMBERS;584500;1868200;56
MONTREAL;584600;1799700;39
MEYMAC;584600;2061500;476
CUZAC;584600;1953200;20
DOMART-EN-PONTHIEU;584600;2564400;29
NAMPS-MAISNIL;584600;2534400;24
FREJEVILLE;584600;1845200;17
GIF-SUR-YVETTE;584600;2411100;273
VILLECONIN;584600;2389200;20
ROUFFIAC;584700;2003100;43
LAVAL-SUR-LUZEGE;584700;2028100;39
SAINT-SULPICE-LES-BOIS;584700;2068100;15
ATTRAY;584700;2346700;9
JOUY-EN-PITHIVERAIS;584700;2350100;3
SENNELY;584700;2300200;67
ALBI;584700;1880400;431
SAINT-GENEST-DE-CONTEST;584700;1862200;28
HEROUVILLE;584700;2456200;14
LESCURE-JAOUL;584800;1913800;167
PARSAC;584800;2133000;183
BESSONIES;584800;1978600;15
FRUGES;584800;2613100;34
LE CHESNAY;584800;2425400;200
LE VESINET;584800;2432800;213
BRIIS-SOUS-FORGES;584800;2403200;42
SAINT-OUEN-L_AUMONE;584800;2449500;91
ESTOUCHES;584800;2367600;0
GUIGNECOURT;584900;2498900;10
VIEFVILLERS;584900;2512500;11
BEALENCOURT;584900;2604600;1
HARAVESNES;584900;2587600;1
SAINT-JULIEN-AUX-BOIS;585000;2013600;134
NERET;585000;2174700;34
ROLLANCOURT;585000;2601800;14
MAIZICOURT;585000;2577800;24
PISSY;585000;2541100;43
CARBES;585000;1848100;3
SAINT-MARTIN-LE-VIEIL;585100;1810100;30
BAGNAC-SUR-CELE;585100;1962400;366
AUDINCTHUN;585100;2620500;72
MORINGHEM;585100;2641000;12
QUELMES;585100;2637800;22
SAINT-FOLQUIN;585100;2660500;50
PROUVILLE;585100;2573300;25
GINOLES;585200;1762300;5
SAINT-MEDARD-LA-ROCHETTE;585200;2113500;221
SAINT-QUENTIN-LA-CHABANNE;585200;2097600;25
VICQ-EXEMPLET;585200;2180100;218
FELZINS;585200;1956500;55
SAINT-HILAIRE;585200;1976400;13
GALAMETZ;585200;2592300;1
LA CELLE-SAINT-CLOUD;585200;2427600;183
CROISSY-SUR-SEINE;585200;2431100;41
SAINT-OUEN;585200;2559800;17
ETAMPES;585200;2380300;103
SAINT-CYR-LA-RIVIERE;585200;2372300;18
LABBEVILLE;585200;2459500;27
PERASSAY;585300;2163900;82
URCIERS;585300;2169800;66
MERU;585300;2471900;41
RAILLEU;585300;1731800;9
BOUGIVAL;585300;2429400;77
PANNECIERES;585300;2365700;0
DOMEYROT;585400;2138700;49
CHILLEURS-AUX-BOIS;585400;2339700;62
MUIDORGE;585400;2503900;35
LE SAULCHOY;585500;2514800;2
LES LOGES-EN-JOSAS;585500;2418200;48
MONTESSON;585500;2435400;38
MONTIGNY-LES-JONGLEURS;585500;2575800;3
ALMAYRAC;585500;1899700;18
LAMILLARIE;585500;1872600;22
COURSON-MONTELOUP;585500;2400000;6
SAINT-AUBIN;585500;2412900;53
BOURIEGE;585600;1777000;4
BRUGAIROLLES;585600;1792500;5
PLOU;585600;2225700;44
MALLERET-BOUSSAC;585600;2149000;190
SAINT-DIZIER-LA-TOUR;585600;2126800;89
BRIERES-LES-SCELLES;585600;2384900;8
LA DIGNE-D_AMONT;585600;1781800;0
RAISSAC-SUR-LAMPY;585700;1808300;5
SAISSAC;585700;1818200;281
BELLOY-SUR-SOMME;585700;2553800;98
PICQUIGNY;585700;2548500;52
GOMETZ-LE-CHATEL;585700;2408400;12
ALLEYRAT;585800;2109700;80
HODENC-L_EVEQUE;585800;2482000;13
FRESNOY;585800;2597600;29
WAVRANS-SUR-L_AA;585900;2631100;76
BOVELLES;585900;2543600;12
SAINT-LEGER-LES-DOMART;585900;2562200;27
LANUEJOULS;586000;1935800;94
CROS-DE-MONTVERT;586000;2006400;6
LAPLEAU;586000;2032900;19
BUSSIERE-SAINT-GEORGES;586000;2155700;35
MALRAS;586100;1784200;5
FOECY;586100;2242300;26
CONTY;586100;2528100;157
DOMESMONT;586100;2569300;2
FROUVILLE;586100;2462100;14
QUIRBAJOU;586200;1759200;22
FONTAINE-SAINT-LUCIEN;586200;2500800;1
LANCHES-SAINT-HILAIRE;586200;2567100;3
ARRANCOURT;586200;2369800;21
MONTVERT;586300;1999400;34
QUINCY;586300;2236700;28
SAINT-DENIS-DE-L_HOTEL;586300;2320400;10
SANTEAU;586300;2343800;4
FRANCASTEL;586300;2510300;10
MENCAS;586300;2618000;7
OUVE-WIRQUIN;586300;2628700;59
CARMAUX;586300;1895000;182
HERBLAY;586300;2444600;147
LAURAGUEL;586400;1788200;3
TOURREILLES;586400;1779700;16
GRAVELINES;586400;2667100;124
BONLIER;586400;2497200;6
FONTAINE-BONNELEAU;586400;2518500;7
AVROULT;586400;2626400;12
CANLERS;586400;2610100;17
MAISONS-LAFFITTE;586400;2439300;2432
SOUZY-LA-BRICHE;586400;2392000;19
MAISONCELLE;586500;2606200;20
SENLIS;586500;2615600;6
CHATOU;586500;2433100;89
PUYGOUZON;586500;1876300;35
SAIX;586500;1842400;97
LE CLAT;586600;1753800;1
COMBRESSOL;586600;2052000;28
ISSOUDUN-LETRIEIX;586600;2118400;123
LABOISSIERE-EN-THELLE;586600;2476600;35
SILLY-TILLARD;586600;2480000;64
THERDONNE;586600;2491700;10
JANVRY;586600;2405200;5
LE BOUSQUET;586700;1745900;9
LA SERPENT;586700;1773500;11
MAREUIL-SUR-ARNON;586700;2208700;47
AUBUSSON;586700;2105600;87
LIGNEROLLES;586700;2166700;19
BLINGEL;586700;2601100;78
INCOURT;586700;2599100;1
MIRANDOL-BOURGNOUNAC;586700;1905000;69
AUVERS-SUR-OISE;586700;2453500;129
ALZONNE;586800;1806900;32
PREUILLY;586800;2232700;7
FAY-AUX-LOGES;586800;2325900;127
MORVILLE-EN-BEAUCE;586800;2361700;2
ABBECOURT;586800;2484900;35
BUIRE-AU-BOIS;586800;2585300;20
GLENAT;586900;1989200;242
CROZE;586900;2091500;6
CHAON;586900;2290200;11
SAINTE-MARIE-KERQUE;586900;2655400;47
TRAMECOURT;586900;2608300;2
LE GARRIC;586900;1889100;77
MASSAGUEL;586900;1830400;11
VIVIERS-LES-MONTAGNES;586900;1838600;132
BURES-SUR-YVETTE;586900;2410400;62
EPECAMPS;586900;2568200;0
MAURS;587000;1967900;373
LAMAZIERE-BASSE;587000;2041400;63
BREUX-JOUY;587000;2395100;11
VAUCRESSON;587000;2426900;79
LA DIGNE-D_AVAL;587100;1782600;1
FA;587100;1769300;32
BOUILLAC;587100;1952500;9
PARLAN;587100;1980700;120
WARLUIS;587100;2487600;41
DENNEBROEUCQ;587100;2621000;11
SANSA;587100;1735100;1
BERTEAUCOURT-LES-DAMES;587100;2560600;27
PIERRELAYE;587100;2446800;23
CHENERAILLES;587200;2123600;459
SOUVIGNY-EN-SOLOGNE;587200;2294400;49
SETQUES;587200;2635600;25
JOUY-EN-JOSAS;587200;2418600;38
CREUSE;587200;2537600;23
FONTAINE-LA-RIVIERE;587200;2373400;10
FONTENAY-LES-BRIIS;587200;2401300;124
ORMOY-LA-RIVIERE;587200;2377900;24
SAINT-GEORGES-SUR-L_AA;587300;2663800;3
MONSURES;587300;2523700;14
VERDALLE;587300;1832700;88
BREUILLET;587300;2397000;62
AYGUATEBIA-TALAU;587300;1727600;0
LA CAPELLE-BLEYS;587400;1922500;245
SOUESMES;587400;2273000;14
SACLAY;587400;2415200;15
LES ALBRES;587500;1948800;36
GALGAN;587500;1944700;38
CLAIRAVAUX;587500;2086100;6
SULLY-LA-CHAPELLE;587500;2331600;31
DOMELIERS;587500;2514600;9
MAULERS;587500;2505200;9
EPERLECQUES;587500;2647200;87
FILLIEVRES;587500;2591300;15
ZUDAUSQUES;587500;2639800;19
SAINT-ACHEUL;587500;2577200;4
CHAUFFOUR-LES-ETRECHY;587500;2389900;6
MARNES-LA-COQUETTE;587500;2425700;297
MALVIES;587600;1790500;13
REZAY;587600;2185800;60
ABBEVILLE-SAINT-LUCIEN;587600;2502500;5
WILLEMAN;587600;2596000;7
BREILLY;587600;2548100;40
LESCURE-D_ALBIGEOIS;587600;1884900;49
BOISSY-LA-RIVIERE;587600;2375900;52
GAJA-ET-VILLEDIEU;587700;1786300;6
LA CELLE-CONDE;587700;2198800;71
ANDEVILLE;587700;2473300;15
BEAUVOIR-WAVANS;587700;2580000;26
NIVILLERS;587700;2494800;0
QUEZAC;587800;1973100;66
NANCAY;587800;2263000;47
SORNAC;587800;2074300;57
HOULLE;587800;2644800;19
VIROFLAY;587800;2422700;63
LA CHAUSSEE-TIRANCOURT;587800;2551600;13
CLAIRY-SAULCHOIX;587800;2539800;18
GUIGNEMICOURT;587800;2541600;23
SAINT-JEAN-DE-BEAUREGARD;587800;2407500;15
GUIGNEVILLE;587900;2357400;6
MONTREDON;587900;1956800;19
NEULETTE;587900;2598400;3
HEUZECOURT;587900;2574400;11
NESLES-LA-VALLEE;587900;2458700;73
QUILLAN;588000;1763600;98
COMPOLIBAT;588000;1930900;47
VAUREILLES;588000;1939100;162
FELLETIN;588000;2098800;91
THIGNONVILLE;588000;2363600;1
ROUGEFAY;588000;2586700;22
RUMINGHEM;588000;2651400;75
ARFONS;588000;1824700;39
VIGNOUX-SUR-BARANGEON;588100;2245300;121
CROISSY-SUR-CELLE;588100;2521400;10
ESCHES;588100;2470300;25
DOHEM;588100;2625900;90
LEULINGHEM;588100;2637900;4
MATRINGHEM;588100;2616700;34
SARTROUVILLE;588100;2437900;312
MONTPINIER;588100;1853000;4
MERY-SUR-OISE;588100;2450700;38
ROUMEGOUX;588200;1984300;50
LE MAS-D_ARTIGE;588200;2081600;9
OUVROUER-LES-CHAMPS;588200;2315200;13
AMBRICOURT;588200;2607800;11
FONTPEDROUSE;588200;1717600;2
REALMONT;588200;1864200;88
VILLE-D_AVRAY;588200;2424800;80
SAINT-PRIEST-LA-MARCHE;588300;2160900;12
LACHAUSSEE-DU-BOIS-D_ECU;588300;2507200;3
MOULLE;588300;2643900;27
BERNEUIL;588300;2565800;11
NEUVILLE-LES-LOEUILLY;588300;2532900;8
ETRECHY;588300;2388200;85
RUEIL-MALMAISON;588300;2430100;371
LA FRETTE-SUR-SEINE;588300;2441800;16
LE TRIOULOU;588400;1963300;84
CIVRAY;588400;2219300;16
SAINT-LAURENT;588400;2249100;36
RILHAC-XAINTRIE;588400;2019000;47
BLANGY-SUR-TERNOISE;588400;2603100;12
LUGY;588400;2614100;7
CARRIERES-SUR-SEINE;588400;2434800;50
BERNAVILLE;588400;2571000;50
SAINT-SULPICE-DE-FAVIERES;588400;2393000;4
HEDOUVILLE;588400;2462300;13
CAILLA;588500;1756300;10
AUBROMETZ;588500;2589800;7
RECLINGHEM;588500;2619800;9
REMILLY-WIRQUIN;588500;2630700;13
TILLOY-LES-CONTY;588500;2528200;5
PEYREGOUX;588500;1855400;9
VENES;588500;1859500;27
OURCEL-MAISON;588500;2511600;0
LAROQUEBROU;588600;1997100;128
SAINT-SILVAIN-SOUS-TOULX;588600;2139900;82
ESCRENNES;588600;2348500;22
TIGY;588600;2308800;56
OROER;588600;2499900;2
FERRIERES;588600;2543100;5
VALMONDOIS;588600;2455500;14
NOYELLES-LES-HUMIERES;588600;2597800;0
PRIVEZAC;588700;1934300;96
LA SALVETAT-PEYRALES;588700;1913300;378
SAINTE-GEMME;588700;1898600;68
ROQUEFORT-DE-SAULT;588800;1748300;195
FOSSEUSE;588800;2468500;10
PONCHON;588800;2483400;61
ESQUERDES;588800;2634100;13
VERCHIN;588800;2611000;21
VINCLY;588800;2617900;5
ROSIERES;588800;1893300;32
ECLIMEUX;588900;2600100;14
NOEUX-LES-AUXI;588900;2582800;16
LABASTIDE-DENAT;588900;1873900;6
BRUYERES-LE-CHATEL;588900;2400200;118
LES ULIS;588900;2408700;80
GARCHES;588900;2427400;128
CAMPAGNE-SUR-AUDE;589000;1768000;48
BORNEL;589000;2466000;63
CLETY;589000;2628700;21
HOUILLES;589000;2436400;74
BEALCOURT;589000;2577800;10
GORGES;589000;2567900;14
SAINT-AFFRIQUE-LES-MONTAGNES;589000;1836200;39
ORSAY;589000;2411200;140
MAGRIE;589100;1780200;4
VILLARZEL-DU-RAZES;589100;1793300;37
MAREAU-AUX-BOIS;589100;2344300;28
AILLY-SUR-SOMME;589100;2546300;22
PERNOIS;589100;2562700;25
ARZENS;589200;1799800;23
CONILHAC-DE-LA-MONTAGNE;589200;1775100;3
MONTMURAT;589200;1958900;12
SAINT-JULIEN-DE-TOURSAC;589200;1974800;69
VILLECELIN;589200;2202300;9
MOUTIER-ROZEILLE;589200;2101900;38
SAINT-MAIXANT;589200;2110800;44
MORTEFONTAINE-EN-THELLE;589200;2474100;11
ROCHY-CONDE;589200;2489600;37
VELENNES;589200;2497300;1
COYECQUES;589200;2622900;32
VIGNACOURT;589200;2556900;65
DENAT;589200;1870900;49
LABOULBENE;589200;1851600;19
ABBEVILLE-LA-RIVIERE;589200;2371600;7
SAINT-YON;589200;2395800;35
ARTIGUES;589300;1754200;4
SAINTE-EULALIE;589300;1804400;5
BLANCFOSSE;589300;2518300;1
LE CROCQ;589300;2513700;0
PUITS-LA-VALLEE;589300;2509600;0
ROQUETAILLADE;589400;1777300;8
SAINT-PANTALEON-DE-LAPLEAU;589400;2035400;21
TILLY-CAPELLE;589400;2605400;10
FOSSEMANANT;589400;2533900;3
PROUZEL;589400;2535300;48
CHAVILLE;589400;2423200;60
BEAUCHAMP;589400;2446300;69
BUTRY-SUR-OISE;589400;2454000;11
SAINT-GERONS;589500;1993400;98
SOURSAC;589500;2029000;190
MONTIGNY-LES-CORMEILLES;589500;2443900;58
SAINT-PIERRE-BROUCK;589600;2655700;19
MONTREUIL-SUR-THERAIN;589600;2487000;15
NOAILLES;589600;2480100;51
CONCHY-SUR-CANCHE;589600;2588600;15
HEZECQUES;589600;2615400;4
MAUCHAMPS;589600;2392000;8
SAINT-MARTIN-DE-VILLEREGLAN;589700;1789000;30
LA NEUVILLE-SAINT-PIERRE;589700;2503700;2
WISQUES;589700;2637000;3
VELIZY-VILLACOUBLAY;589700;2420600;138
BACOUEL-SUR-SELLE;589700;2537000;6
BELVIANES-ET-CAVIRAC;589800;1760400;9
LA SEGALASSIERE;589800;1988100;14
PALISSE;589800;2048100;68
LOEUILLY;589800;2530500;18
VAUHALLAN;589800;2414700;23
BESSANCOURT;589800;2448800;121
ROUZIERS;589900;1977200;35
SAINT-SANTIN-DE-MAURS;589900;1961600;235
LIGNIERES;589900;2195700;196
SAINT-BAUDEL;589900;2205700;17
SAINT-HILAIRE-LUC;589900;2038300;5
SAINT-AMAND;589900;2108500;47
SERMAISES;589900;2366600;32
CORMEILLES;589900;2516200;9
SAINTE-GENEVIEVE;589900;2476700;51
CORMEILLES-EN-PARISIS;589900;2441100;121
BOISSE-PENCHOT;590000;1953300;9
CHATEAUMEILLANT;590000;2172700;230
SAINT-CHABRAIS;590000;2124900;152
LE MEILLARD;590000;2575000;36
RONEL;590000;1867600;14
MONTOLIEU;590100;1812300;25
MONTBAZENS;590100;1941700;53
SAINTE-THORETTE;590100;2230800;8
LA CELLE-SOUS-GOUZON;590100;2135400;70
LAVERSINES;590100;2492400;20
BOFFLES;590100;2584600;3
FROHEN-LE-PETIT;590100;2577200;16
PARMAIN;590100;2458300;94
PITHIVIERS-LE-VIEIL;590200;2352600;48
MAROLLES-EN-BEAUCE;590200;2374400;1
ANTUGNAC;590300;1773200;31
SAINT-DENIS;590300;1817100;26
BEDDES;590300;2178700;58
TOUCHAY;590300;2190500;81
FREPILLON;590300;2450200;27
LIVINHAC-LE-HAUT;590400;1955100;302
SAINT-GERMAIN-LAVOLPS;590400;2067400;28
VANNES-SUR-COSSON;590400;2302000;28
ANSERVILLE;590400;2470200;11
LINZEUX;590400;2594100;13
TILQUES;590400;2642100;44
HALLOY-LES-PERNOIS;590400;2560700;7
ROGY;590400;2524000;3
SAINT-VAAST-EN-CHAUSSEE;590400;2552700;8
NAVES;590400;1840200;16
BIEVRES;590400;2417600;52
MARCOUSSIS;590400;2405300;213
MORIGNY-CHAMPIGNY;590400;2382400;68
ESPERAZA;590500;1769800;27
PRIMELLES;590500;2211800;7
PUY-MALSIGNAT;590500;2115100;29
CREPY;590500;2608600;24
SERQUES;590500;2644100;86
NANTERRE;590500;2433100;190
SAINT-CLOUD;590500;2427100;166
OREILLA;590500;1730300;0
BOUSSAC-BOURG;590600;2152000;262
ROUVRES-SAINT-JEAN;590600;2369500;18
BOURBOURG;590600;2661000;135
SEVRES;590600;2424700;475
VIVIEZ;590700;1950600;23
ALLEYRAT;590700;2062600;74
SAINT-MARIEN;590700;2156900;12
HOLQUE;590700;2651400;69
VILLERS-SAINT-SEPULCRE;590700;2485700;28
TATINGHEM;590700;2638800;32
CANAVEILLES;590700;1725600;4
VALZERGUES;590800;1944900;6
VOUZERON;590800;2252500;50
SAINT-SILVAIN-BAS-LE-ROC;590800;2147900;47
TOULX-SAINTE-CROIX;590800;2143400;43
HUMIERES;590800;2598800;12
VACQUERIE-LE-BOUCQ;590800;2586000;6
SAVEUSE;590800;2544400;50
BOISSY-SOUS-SAINT-YON;590800;2394500;129
BEZONS;590800;2436400;53
SAINT-FERRIOL;590900;1765800;14
LAFRAYE;590900;2499600;2
HALLINES;590900;2634000;12
HUMEROEUILLE;590900;2601500;13
VILLERS-L_HOPITAL;590900;2581500;7
SAINT-SAUVEUR;590900;2550100;18
CAMBON;590900;1878900;87
MERIEL;590900;2453200;94
MAISONNAIS;591000;2183100;62
POUSSANGES;591000;2090600;27
BOSQUEL;591000;2526700;18
CUNAC;591000;1880600;6
RONQUEROLLES;591000;2463300;28
INTVILLE-LA-GUETARD;591000;2361700;0
FROHEN-LE-GRAND;591000;2578900;0
MEHUN-SUR-YEVRE;591100;2237300;48
BELLECHASSAGNE;591100;2072000;22
SAINT-FRION;591100;2095900;18
COURCY-AUX-LOGES;591100;2339400;37
LAAS;591100;2346800;3
BELLE-EGLISE;591100;2465500;32
FOUQUEROLLES;591100;2495700;1
FROISSY;591100;2507600;9
NOIREMONT;591100;2505600;1
OEUF-EN-TERNOIS;591100;2596400;17
PIHEM;591100;2631300;64
THUES-ENTRE-VALLS;591100;1722200;1
ARTHES;591100;1884700;54
SAINT-JUERY;591100;1881900;97
COUNOZOULS;591200;1744200;26
BOUSSAC;591200;2149700;93
NOVILLERS;591200;2474600;4
ESCOUSSENS;591200;1831100;23
CHAMARANDE;591200;2390800;50
ARNAC;591300;2006900;59
CAYROLS;591300;1980800;22
VILLENEUVE-SUR-CHER;591300;2225300;6
FIEFFES-MONTRELET;591300;2566000;19
NAMPTY;591300;2532500;7
MONTFA;591300;1855300;17
OLLAINVILLE;591300;2400800;12
GOUY-LES-GROSEILLERS;591300;2522100;0
VILLESEQUELANDE;591400;1803300;4
RIEUPEYROUX;591400;1923000;390
SIGLOY;591400;2315500;10
FREJAIROLLES;591400;1875100;139
SAINT-GERMIER;591400;1852700;1
EGLY;591400;2397600;15
SURESNES;591400;2430100;241
SAINT-ETIENNE-DE-MAURS;591500;1968900;244
SAINT-PARDOUX-LE-NEUF;591500;2103900;1
MAISONCELLE-TUILERIE;591500;2510300;15
DELETTES;591500;2625300;51
SALEUX;591500;2540600;26
VALDERIES;591500;1890800;31
TAVERNY;591500;2447600;114
PERS;591600;1988300;35
INGRANNES;591600;2332700;21
BEAUMETZ-LES-AIRE;591600;2616500;18
ERIN;591600;2603900;13
MONCHEL-SUR-CANCHE;591600;2589700;25
SALPERWICK;591600;2641500;12
VILLEJUST;591600;2408800;25
COURNANEL;591700;1780700;11
SAINT-SANTIN;591700;1960200;277
BRINON-SUR-SAULDRE;591700;2285400;77
SAINT-ANGEL;591700;2054800;129
GOUZON;591700;2131800;163
BERTHECOURT;591700;2483000;31
TENEUR;591700;2606300;5
BOISBERGUES;591700;2573000;4
IGNY;591700;2415300;50
FRANCONVILLE;591700;2443300;77
ALAIRAC;591800;1797700;28
SAINTE-FEYRE-LA-MONTAGNE;591800;2099300;3
HARDIVILLERS;591800;2513500;16
BLANGERVAL-BLANGERMONT;591800;2592100;2
AUVERS-SAINT-GEORGES;591800;2386400;92
CEPIE;591900;1789400;6
SAINT-SANTIN-CANTALES;591900;2002200;188
LE ROUGET;591900;1984100;63
CAPPELLE-BROUCK;591900;2655500;56
CRAYWICK;591900;2664300;47
HERBELLES;591900;2629000;17
LISBOURG;591900;2612900;105
VERS-SUR-SELLES;591900;2538400;21
MEUDON;591900;2422800;225
LOON-PLAGE;591900;2667600;0
LIMOUX;592000;1783000;140
MOUSSOULENS;592000;1808700;7
PIERREFITTE;592000;2127900;16
REUIL-SUR-BRECHE;592000;2502700;9
BOMY;592000;2619400;36
DREUIL-LES-AMIENS;592000;2546600;10
CASTRES;592000;1845900;534
PALAISEAU;592000;2412900;133
CHAMPAGNE-SUR-OISE;592000;2460500;70
SAINT-MARTIN-LYS;592000;1757900;0
AXAT;592100;1754900;6
LACOMBE;592100;1822600;16
ANGLARS-SAINT-FELIX;592100;1935000;106
WATTEN;592100;2648900;31
MEZEROLLES;592100;2576600;13
PLACHY-BUYON;592100;2535000;19
SAINT-LIEUX-LAFENASSE;592100;1864500;31
LA FORET-SAINTE-CROIX;592100;2376100;14
TROIS-FONDS;592200;2138000;23
CHATEAUNEUF-SUR-LOIRE;592200;2320600;150
VILLERS-VICOMTE;592200;2516100;46
OLETTE;592200;1732400;6
PONT-DE-METZ;592200;2542900;53
GUINECOURT;592200;2594600;0
BROUSSES-ET-VILLARET;592300;1815600;47
MONTAZELS;592300;1772100;11
MONTCLAR;592300;1792700;41
BAILLEUL-SUR-THERAIN;592300;2487500;49
FLECHY;592300;2518000;1
PUISEUX-LE-HAUBERGER;592300;2468900;17
FORTEL-EN-ARTOIS;592300;2584700;2
WIZERNES;592300;2635700;73
CANAPLES;592300;2562800;26
LATRONCHE;592400;2034100;52
SAINT-MARTIN-AU-LAERT;592400;2640300;76
HAVERNAS;592400;2559900;4
PAMPELONNE;592400;1901600;20
TORFOU;592400;2392500;13
LE PLESSIS-BOUCHARD;592400;2445000;132
TAYRAC;592500;1911400;27
ENGENVILLE;592500;2359400;4
AUTHEUX;592500;2571500;1
VILLEBON-SUR-YVETTE;592500;2410800;124
L_ISLE-ADAM;592500;2456600;306
CASTELMARY;592600;1907800;10
PREVINQUIERES;592600;1929400;27
SAINT-SATURNIN;592600;2167300;64
SAINT-ALPINIEN;592600;2106800;62
LACHAPELLE-SAINT-PIERRE;592600;2474500;28
BERMICOURT;592600;2601300;23
FIENVILLERS;592600;2569100;54
FRANSURES;592600;2524100;1
ROINVILLIERS;592600;2371800;3
PEZENS;592700;1805800;35
SAINTE-COLOMBE-SUR-GUETTE;592700;1749900;2
SAINT-ETIENNE-CANTALES;592700;1994300;8
ALLOUIS;592700;2242000;76
SAINT-JEANVRIN;592700;2177300;10
LA COURTINE;592700;2081000;80
BEAUVOIS;592700;2597700;2
EQUIRRE;592700;2609400;10
NOZAY;592700;2406900;53
NIEUDAN;592800;1998000;8
SAINT-CONSTANT;592800;1965200;316
BOUBERS-SUR-CANCHE;592800;2588300;1
BOULOGNE-BILLANCOURT;592800;2426500;1088
PUTEAUX;592800;2431700;166
